[  PERIODOS BÁSICOS  ] (Total Domicílios|Manaus|30/05/2022|Live|Rat%|All)
1,04;6,17;0,00;0,31;1,18;15,37
1,04;6,17;0,00;0,31;1,18;15,37
1,04;6,17;0,00;0,31;1,18;15,37
1,04;6,17;0,00;0,31;1,18;15,37
1,04;5,84;0,00;0,31;1,18;15,97
1,04;6,59;0,00;0,31;1,18;15,97
1,04;6,17;0,00;0,31;1,18;16,58
1,04;6,17;0,00;0,31;1,18;16,58
1,04;6,17;0,00;0,31;1,18;16,58
1,04;6,17;0,00;0,31;1,18;16,16
0,62;7,01;0,00;0,31;1,18;16,58
0,00;6,67;0,00;0,31;1,80;16,58
0,00;7,09;0,00;0,31;2,33;18,08
0,00;6,67;0,00;0,31;2,33;18,64
0,00;6,67;0,00;0,31;2,33;18,64
0,00;6,17;0,00;0,31;2,33;18,64
0,42;6,69;0,00;0,31;2,33;19,15
0,42;7,20;0,00;0,00;2,33;19,66
0,42;7,20;0,00;0,00;2,33;20,22
0,42;6,83;0,00;0,00;2,33;19,86
0,42;6,83;0,00;0,00;2,33;19,86
0,42;6,83;0,00;0,00;2,33;19,86
0,42;6,00;0,00;0,00;1,93;18,63
0,00;6,00;0,00;0,00;2,35;18,58
0,00;6,00;0,00;0,00;2,35;19,00
0,00;6,00;0,00;0,00;2,35;19,00
0,00;6,00;0,00;0,00;2,35;18,17
0,00;6,52;0,00;0,00;2,35;19,09
0,00;6,52;0,00;0,00;2,35;19,43
0,00;6,52;0,00;0,00;2,35;19,43
0,00;6,52;0,00;0,00;2,83;19,36
0,00;6,52;0,00;0,00;2,83;19,36
0,00;6,93;0,00;0,00;2,83;19,36
0,00;6,93;0,34;0,00;2,83;18,84
0,00;6,93;0,34;0,00;2,83;18,84
0,00;6,93;0,34;0,00;2,83;18,84
0,00;6,00;0,34;0,00;2,83;18,33
0,00;6,00;0,34;0,00;2,83;18,33
0,00;6,00;0,34;0,00;2,83;18,33
0,00;6,00;0,34;0,00;2,83;18,33
0,00;6,00;0,34;0,00;2,83;18,88
0,00;6,00;0,34;0,00;2,83;18,88
0,00;6,00;0,34;0,00;2,83;18,88
0,00;6,00;0,34;0,00;2,83;18,88
0,00;6,00;0,34;0,00;2,83;18,88
0,00;6,00;0,34;0,00;2,83;18,47
0,00;6,00;0,34;0,00;2,83;18,88
0,00;6,00;0,34;0,00;2,83;18,88
0,00;6,00;0,34;0,00;2,83;17,91
0,00;6,00;0,34;0,00;2,83;17,91
0,00;5,49;0,34;0,00;2,83;17,90
0,00;5,49;0,34;0,00;2,83;17,90
0,00;5,49;0,34;0,00;2,83;18,51
0,00;5,49;0,34;0,00;3,34;18,51
0,00;5,49;0,34;0,00;3,34;18,51
0,00;5,49;0,34;0,37;3,34;19,24
0,37;5,49;0,34;0,37;3,34;19,24
0,80;5,90;0,34;0,37;3,34;20,09
0,80;5,90;0,34;0,37;3,34;20,09
0,80;5,90;0,34;0,37;3,34;20,50
0,80;5,90;0,34;0,37;3,34;20,50
0,80;5,90;0,34;0,37;3,34;20,50
0,80;5,49;0,34;0,37;3,34;20,50
0,80;5,49;0,34;0,37;3,34;20,43
0,43;5,86;0,34;0,37;3,34;20,02
0,43;5,86;0,34;0,37;3,34;21,19
0,43;5,86;0,34;0,37;3,34;20,70
0,43;5,86;0,34;0,68;3,34;21,92
0,43;5,86;0,34;0,68;3,34;21,92
0,43;5,86;0,34;0,68;3,34;21,58
0,43;5,86;0,34;0,68;4,08;21,58
0,43;7,04;0,34;0,68;3,34;22,03
0,43;7,04;0,34;0,68;3,34;22,03
0,43;6,30;0,34;0,68;3,34;21,30
0,43;6,30;0,34;0,68;3,34;20,96
0,43;6,30;0,34;0,68;3,34;20,47
0,43;5,82;0,34;0,68;3,34;20,48
0,43;5,82;0,34;0,68;3,34;20,48
0,43;5,37;0,34;0,68;3,34;20,03
0,43;5,37;0,34;0,68;3,34;20,03
0,43;5,37;0,34;0,68;3,34;20,40
0,43;5,37;0,34;0,68;3,34;20,81
0,43;5,37;0,34;0,68;3,34;21,23
0,43;5,37;0,34;0,68;3,34;21,23
0,43;5,78;0,34;0,68;3,34;21,23
0,43;5,78;0,34;0,68;3,34;21,23
0,43;6,52;0,34;0,68;3,34;21,96
0,43;6,52;0,34;0,68;3,34;21,41
0,43;7,12;0,34;0,68;3,34;21,41
0,43;7,74;0,34;0,68;2,72;21,41
0,43;7,14;0,34;0,68;2,72;20,99
0,43;6,63;0,34;0,68;3,23;21,51
0,43;6,21;0,34;0,68;3,23;21,92
0,43;6,21;0,34;0,68;3,23;21,92
0,43;6,21;0,34;0,68;3,23;21,92
0,43;6,21;0,34;0,68;3,23;21,92
0,43;6,21;0,34;0,68;3,23;21,92
0,43;6,98;0,34;0,68;3,23;22,35
0,00;6,98;0,00;0,68;3,23;21,91
0,00;6,98;0,34;0,68;3,23;21,91
0,00;7,29;0,34;0,37;3,54;21,81
0,00;7,29;0,34;0,37;3,54;21,81
0,00;7,42;0,34;0,37;3,54;21,81
0,00;7,42;0,34;0,37;3,54;21,81
0,00;7,42;0,34;0,37;3,54;21,81
0,00;7,42;0,34;0,37;3,54;21,81
0,00;7,42;0,00;0,37;3,54;21,31
0,00;7,73;0,00;0,37;2,75;20,83
0,00;7,86;0,00;0,37;2,75;21,61
0,00;7,86;0,00;0,37;2,75;21,61
0,00;7,86;0,34;0,37;2,75;21,61
0,00;8,16;0,34;0,37;2,75;21,61
0,00;8,16;0,34;0,37;2,75;21,61
0,00;8,16;0,34;0,37;2,75;21,61
