[  PERIODOS BÁSICOS  ] (Total Domicílios|Grande Porto Alegre|30/05/2022|Live|Rat%|All)
0,00;7,06;0,30;0,00;1,44;14,35
0,00;7,24;0,30;0,00;1,44;14,35
0,00;7,24;0,30;0,00;1,44;14,35
0,00;7,55;0,30;0,00;1,44;14,65
0,00;7,55;0,30;0,00;1,44;14,65
0,00;7,55;0,30;0,00;1,44;14,65
0,00;7,39;0,63;0,00;1,44;14,49
0,00;7,48;0,63;0,00;1,44;14,77
0,00;7,48;0,63;0,00;1,44;14,43
0,00;7,48;0,30;0,00;1,44;14,43
0,00;7,48;0,30;0,00;1,44;14,43
0,00;7,48;0,30;0,00;1,44;14,43
0,00;7,18;0,30;0,00;1,44;14,13
0,00;7,18;0,30;0,00;1,44;14,13
0,00;7,18;0,30;0,00;1,44;14,13
0,00;7,18;0,30;0,00;1,44;14,13
0,00;7,18;0,30;0,00;1,44;13,80
0,00;6,92;0,30;0,00;1,44;13,54
0,00;6,92;0,30;0,00;1,44;13,84
0,00;6,92;0,30;0,00;1,44;13,84
0,00;7,24;0,30;0,00;1,44;13,86
0,00;7,56;0,30;0,27;1,44;14,41
0,00;7,56;0,30;0,27;1,44;14,41
0,00;7,56;0,30;0,27;1,44;14,41
0,00;7,56;0,30;0,27;1,44;14,41
0,00;7,87;0,30;0,27;1,44;14,72
0,00;7,80;0,30;0,27;1,44;14,30
0,00;7,38;0,30;0,27;1,44;14,07
0,00;7,06;0,30;0,27;1,44;14,07
0,00;7,32;0,30;0,27;1,44;14,01
0,00;7,60;0,30;0,27;1,44;14,28
0,00;7,30;0,30;0,27;1,44;13,98
0,00;7,02;0,30;0,27;1,44;13,71
0,00;7,01;0,30;0,27;1,44;13,40
0,00;7,04;0,30;0,27;1,44;13,43
0,00;7,04;0,30;0,27;1,44;13,43
0,00;7,04;0,30;0,27;1,44;12,92
0,00;7,04;0,30;0,27;1,44;13,25
0,00;7,04;0,30;0,00;1,44;13,25
0,00;6,78;0,30;0,00;1,44;12,99
0,00;6,51;0,30;0,00;1,44;13,05
0,00;6,83;0,30;0,00;1,44;13,36
0,00;7,51;0,30;0,00;1,44;14,05
0,00;7,51;0,30;0,00;1,44;14,05
0,00;7,51;0,30;0,00;1,74;14,35
0,00;7,14;0,30;0,37;1,74;14,35
0,00;7,40;0,30;0,37;2,04;14,56
0,00;7,40;0,30;0,37;2,04;14,56
0,00;7,66;0,30;0,67;1,74;15,16
0,00;7,29;0,30;0,97;1,44;14,55
0,00;7,45;0,30;0,97;1,44;14,70
0,00;7,19;0,30;0,97;1,44;14,70
0,00;7,19;0,30;0,97;1,44;14,70
0,00;7,19;0,30;0,97;1,44;14,70
0,00;7,19;0,30;0,97;1,44;14,64
0,00;7,19;0,30;0,97;1,44;14,64
0,00;7,19;0,30;0,97;1,44;14,64
0,00;6,87;0,30;0,97;1,44;14,33
0,00;7,13;0,30;0,97;1,44;14,33
0,00;7,41;0,30;0,97;1,44;14,64
0,00;7,41;0,30;0,97;1,44;14,64
0,00;7,67;0,30;1,24;1,44;14,91
0,00;7,98;0,30;1,24;1,44;15,25
0,00;7,98;0,30;0,95;1,73;15,25
0,00;7,98;0,30;0,95;1,73;15,25
0,00;7,98;0,30;0,95;1,73;15,25
0,00;8,21;0,30;0,95;1,73;15,75
0,00;8,53;0,30;0,95;1,73;16,07
0,29;8,53;0,30;0,95;1,44;16,07
0,29;8,53;0,30;0,95;1,44;16,33
0,00;8,23;0,30;0,95;1,73;16,03
0,00;8,23;0,30;1,27;1,99;16,60
0,00;8,23;0,30;1,27;1,99;16,60
0,00;7,93;0,30;1,27;1,99;16,60
0,00;7,93;0,30;1,27;1,99;16,60
0,00;7,93;0,30;1,27;1,99;16,60
0,00;8,18;0,30;1,27;1,73;16,24
0,00;7,93;0,30;1,27;1,73;16,33
0,00;8,23;0,30;1,27;1,73;16,63
0,00;7,91;0,30;1,27;1,42;16,31
0,00;7,72;0,30;1,27;1,42;16,12
0,00;7,72;0,30;1,27;1,42;16,12
0,00;7,72;0,30;1,43;1,42;16,28
0,00;7,36;0,30;1,43;1,78;15,94
0,00;7,32;0,30;1,43;1,78;16,24
0,00;7,05;0,30;1,43;1,78;15,96
0,00;6,77;0,30;1,43;1,78;15,63
0,00;6,77;0,30;1,71;1,53;15,68
0,00;6,77;0,30;1,71;1,53;16,26
0,00;7,08;0,30;1,71;1,53;16,57
0,00;7,31;0,30;1,71;1,53;16,46
0,00;7,31;0,30;1,71;1,53;16,45
0,00;7,40;0,30;1,94;1,53;16,13
0,00;7,40;0,30;1,94;1,53;16,13
0,00;7,08;0,30;1,94;1,53;15,81
0,00;6,89;0,30;1,94;1,53;15,62
0,00;6,89;0,30;1,94;1,53;15,97
0,00;6,89;0,30;1,94;1,53;15,70
0,00;6,58;0,30;2,24;0,96;15,39
0,00;6,58;0,30;2,24;0,96;15,70
0,00;6,58;0,30;1,94;1,25;16,03
0,00;6,58;0,30;1,94;1,25;16,03
0,29;6,58;0,30;1,94;0,96;15,69
0,29;6,58;0,30;1,94;0,96;16,22
0,29;6,58;0,30;1,94;1,23;16,03
0,29;6,58;0,30;1,94;1,23;16,20
0,29;6,94;0,30;1,94;1,23;16,56
0,29;6,94;0,30;1,78;1,23;16,89
0,29;6,94;0,30;1,78;1,23;16,62
0,29;7,21;0,30;1,78;1,23;16,62
0,00;7,51;0,30;1,46;1,23;16,30
0,00;7,69;0,30;1,46;1,23;16,42
0,00;7,67;0,30;1,75;1,23;17,03
0,00;7,67;0,30;1,75;1,23;17,03
